30	1	Com esta aposta em a imagem, os portos de Setúbal e Sesimbra preparam-se para o fim de a década, quando tiverem como grande cliente a fábrica de a Ford/Volkswagen.	Sesimbra	PLC	quando tiverem	Ford/Volkswagen	ORG
30	2	Com esta aposta em a imagem, os portos de Setúbal e Sesimbra preparam-se para o fim de a década, quando tiverem como grande cliente a fábrica de a Ford/Volkswagen.	Setúbal	PLC	quando tiverem	Ford/Volkswagen	ORG
31	1	Em o mesmo registo, Martin_SCHULZ (PSE, DE), líder de o PSE, recordou que, em a República_de_Weimar, se queria acabar com os inimigos em_forma_de coro e quem dirigia esse coro era Hitler '.	Martin_SCHULZ	PER	líder de	PSE	ORG
32	1	Através_da Casa_de_Cinema de Porto_Alegre, esse grupo produziu obras-primas como o curta-metragem Ilha_das_Flores e apresentou para o país cineastas como Jorge_Furtado, considerado um de os mais interessantes realizadores de o cinema brasileiro atual.	Casa_de_Cinema	ORG	apresentou cineastas como	Jorge_Furtado	PER
32	2	Através_da Casa_de_Cinema de Porto_Alegre, esse grupo produziu obras-primas como o curta-metragem Ilha_das_Flores e apresentou para o país cineastas como Jorge_Furtado, considerado um de os mais interessantes realizadores de o cinema brasileiro atual.	Casa_de_Cinema	ORG	de	Porto_Alegre	PLC
33	1	Benazir_Bhutto contava com a simpatia de os Eua por_conta.	Benazir_Bhutto	PER	contava com a simpatia de	Eua	ORG
34	1	A inspiração veio de as ruas: há três semanas, um outdoor de o McDonald's em a Avenida_Jorge_Amado havia recebido uma interferência gráfica.	McDonald's	ORG	em	Avenida_Jorge_Amado	PLC
35	1	Em a mesma linha, o vereador lembra que a Ferro-Têxtil foi licenciada por o Ministério_da_Indústria de o Governo cessante, a quem deverá ser imputada a responsabilidade de eventuais problemas.	Ferro-Têxtil	ORG	licenciada por	Ministério_da_Indústria	ORG
35	2	Em a mesma linha, o vereador lembra que a Ferro-Têxtil foi licenciada por o Ministério_da_Indústria de o Governo cessante, a quem deverá ser imputada a responsabilidade de eventuais problemas.	Ministério_da_Indústria	ORG	de	Governo	ORG
36	1	É aí que novos padrões vêm a a tona: correlações entre espécies diferentes, características de a paisagem e outros fatores que não poderiam ser descobertos de outra maneira ', afirma Jason_Knight, instrutor de a Wilderness_Awareness_School em Duvall, Washington.	Jason_Knight	PER	instrutor de	Wilderness_Awareness_School	ORG
36	2	É aí que novos padrões vêm a a tona: correlações entre espécies diferentes, características de a paisagem e outros fatores que não poderiam ser descobertos de outra maneira ', afirma Jason_Knight, instrutor de a Wilderness_Awareness_School em Duvall, Washington.	Wilderness_Awareness_School	ORG	em	Duvall	PLC
37	1	O CEC é o interlocutor natural junto de a CCR para todas_as associações de a região centro, portanto junto de o poder regional.	CEC	ORG	interlocutor	CCR	ORG
38	1	Em este âmbito de as parcerias sociais, o próprio Governo deverá ter o cuidado de começar a solicitar a o CEC participação e nós podemos participar em as comissões especializadas e estar cada_vez_mais próximos de as tomadas de decisão e afluir em essas mesmas decisões.	Governo	ORG	solicitar a	CEC	ORG
39	1	As forças de a Escola_Prática_de_Cavalaria eram comandadas por o então comandante Salgueiro_Maia.	Escola_Prática_de_Cavalaria	ORG	comandadas por	Salgueiro_Maia	PER
39	2	Igualmente em essa conferência, Portugal conseguiu de a Espanha o reconhecimento de seus direitos sobre a colônia de o Sacramento.	Portugal	ORG	conseguiu de	Espanha	ORG
40	1	A Legião_da_Boa_Vontade comemora amanhã o 10º. aniversário de a sua implantação em Portugal com cerimónias de carácter religioso e de convívio - disse ontem fonte de a organização.	Legião_da_Boa_Vontade	ORG	implantação em	Portugal	PLC
41	1	O Goa_Tourism_Development_Corporation_Office organiza excursões a Goa.	Goa_Tourism_Development_Corporation_Office	ORG	organiza excursões a	Goa	PLC
42	1	Em 1956, Amílcar_Cabral criou o Partido_Africano para a Independência_da_Guiné e Cabo_Verde (PAIGC), lutando contra o colonialismo e iniciando uma marcha para a independência.	Amílcar_Cabral	PER	criou	Partido_Africano	ORG
43	1	O fogo, que deflagrou cerca_de as 06h50 em uma casa térrea, causou ferimentos em uma idosa de 82 anos, o caso mais grave, e em o seu enteado, um homem de 32 anos, ambos transportados para o Hospital_de_São_João, em o Porto.	Hospital_de_São_João	ORG	em	Porto	PLC
44	1	Desde aí que se conhecem as razões de substância para este já longo silêncio: o PSD aproximou-se politicamente de o PS como nunca esteve antes, a o ponto de se oferecer para co-governar em praticamente todas_as áreas.	PSD	ORG	aproximou politicamente de	PS	ORG
45	1	Sem esse lado reformista, o PSD ficará tão próximo de o Governo e de o PS que, à luz de um, não se vê a sombra de o outro.	PSD	ORG	ficará tão próximo de	Governo	ORG
45	2	Sem esse lado reformista, o PSD ficará tão próximo de o Governo e de o PS que, à luz de um, não se vê a sombra de o outro.	PSD	ORG	ficará tão próximo de	PS	ORG
46	1	A Lusa tentou contactar o porta-voz de a ASAE para obter esclarecimentos adicionais mas tal foi impossível até a o momento.	Lusa	ORG	contactar o porta-voz de	ASAE	ORG
47	1	A RCM gostaria de ouvir o Concelho_de_Mafra sobre um assunto de vital importância para toda_a comunidade internacional; consulte a página de Opinião e diga-nos o que pensa sobre este conflito.	RCM	ORG	gostaria de ouvir	Concelho_de_Mafra	PER
48	1	A administração, vendas e a fábrica de a Marfinite ficam em Itaquaquecetuba, em a Grande_São_Paulo, em um terreno de 230l metros_quadrados, com 25l metros_quadrados de área construída.	Marfinite	ORG	ficam em	Itaquaquecetuba	PLC
49	1	Em Dublin, a maior é a Eason_and_Son, que tem uma variedade enorme de a literatura irlandesa.	Dublin	PLC	a maior é	Eason_and_Son	ORG
50	1	Em Waterford, visite a fábrica de cristais Waterford (Waterford_Crystal_Factory), que foi fundada em 1783 e fica a 2,5 km a o sul de o centro de a cidade.	Waterford	PLC	visite	Waterford	ORG
51	1	Após a implantação de a 1ª. Republica (1910-1926), aderiu a o novo regime, tendo comabtido ao_lado_de António_José_de_Almeida em o Partido_Evolucionista.	António_José_de_Almeida	PER	em	Partido_Evolucionista	ORG
52	1	Foi ainda o obreiro em o restabelecimento de as relações diplomáticas de Portugal com o Vaticano.	Portugal	ORG	com	Vaticano	ORG
53	1	O fogo, que se iniciou cerca_de as 02h30 horas e só foi dado como extinto a as 05h20, ocorreu em o restaurante 'Porto_Fino', em a rua Padrão.	Porto_Fino	ORG	em a rua	Padrão	PLC
54	1	Como de_costume, a conferência de Steve_Jobs, o director-geral de a empresa, foi o ponto alto para os fãs de a Apple. '	Steve_Jobs	PER	director-geral de	Apple	ORG
55	1	Em o Norte, uma força de o CICA_1 liderada por o Tenente-Coronel Carlos_Azeredo toma o Quartel_General_da_Região_Militar_do_Porto.	CICA_1	ORG	toma	Quartel_General_da_Região_Militar_do_Porto	PLC
55	2	Em o Norte, uma força de o CICA_1 liderada por o Tenente-Coronel Carlos_Azeredo toma o Quartel_General_da_Região_Militar_do_Porto.	Norte	PLC	uma força de	CICA_1	ORG
56	1	E forças de o Cioe tomam a RTP e o RCP em o Porto.	Cioe	ORG	em	Porto	PLC
56	2	E forças de o Cioe tomam a RTP e o RCP em o Porto.	Cioe	ORG	tomam	RTP	ORG
56	3	E forças de o Cioe tomam a RTP e o RCP em o Porto.	Cioe	ORG	tomam	RCP	ORG
57	1	A a Escola_Prática_de_Cavalaria coube o papel mais importante, a ocupação de o Terreiro_do_Paço.	Escola_Prática_de_Cavalaria	ORG	a ocupação de	Terreiro_do_Paço	PLC
58	1	A Abraço é uma Instituição_Particular_de_Solidariedade_Social.	Abraço	ORG	é	Instituição_Particular_de_Solidariedade_Social	ORG
59	1	Também o Presidente em_exercício de o Conselho de a UE, José_SÓCRATES, destacou o dia de hoje como 'uma data fundamental em a história de a integração europeia'.	Conselho	ORG	de	UE	ORG
60	1	Haverá observação nocturna de o céu com telescópios e será ainda apresentado o programa de o Observatório_Astronómico de a Universidade_de_Coimbra 'Sol para Todos'.	Observatório_Astronómico	ORG	de	Universidade_de_Coimbra	ORG
61	1	Kevin_Hale, o responsável de segurança de a NAS as, disse-me que era porque alguém havia exprimido preocupação.	Kevin_Hale	PER	o responsável de	NAS	ORG
62	1	New_Scientist não pode contatar Hale.	New_Scientist	ORG	não contatar	Hale	PER
63	1	É urgente que aquela comissão averigúe por_que razão os Estados_Membros estão a ignorar as leis de a UE em matéria de segurança marítima e não se trata apenas de a Grécia.	Estados_Membros	ORG	ignorar as leis de	UE	ORG
63	2	É urgente que aquela comissão averigúe por_que razão os Estados_Membros estão a ignorar as leis de a UE em matéria de segurança marítima e não se trata apenas de a Grécia.	Estados_Membros	ORG	ignorar as leis de	Grécia	ORG
